Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementText(findTestObject(""Quizioner/View event/Event""), ""TECHNOFEST 1.0"")",Chrome 110.0.0.0,,,2023-02-10 12:25:11,2023-02-10 12:25:11,0.736s,FAILED
,,,,,,,
Test Cases/Quizioner/TC80_Add quizioner,Chrome 110.0.0.0,,,2023-02-10 12:25:11,2023-02-10 12:25:28,16.831s,PASSED
"click(findTestObject(""Quizioner/Add quizioner/Action button""))",Chrome 110.0.0.0,,,2023-02-10 12:25:13,2023-02-10 12:25:14,1.261s,PASSED
"click(findTestObject(""Quizioner/Add quizioner/Add Item""))",Chrome 110.0.0.0,,,2023-02-10 12:25:14,2023-02-10 12:25:15,1.196s,PASSED
"verifyElementText(findTestObject(""Quizioner/Add quizioner/Create Quizioner""), ""Create Quizioner"")",Chrome 110.0.0.0,,,2023-02-10 12:25:15,2023-02-10 12:25:16,0.589s,PASSED
"setText(findTestObject(""Quizioner/Add quizioner/Question""), ""test pertanyaan ?"")",Chrome 110.0.0.0,,,2023-02-10 12:25:16,2023-02-10 12:25:17,1.018s,PASSED
"click(findTestObject(""Quizioner/Add quizioner/Choose type""))",Chrome 110.0.0.0,,,2023-02-10 12:25:17,2023-02-10 12:25:17,0.621s,PASSED
"setText(findTestObject(""Quizioner/Add quizioner/Search type""), ""text"")",Chrome 110.0.0.0,,,2023-02-10 12:25:17,2023-02-10 12:25:18,0.939s,PASSED
"sendKeys(findTestObject(""Quizioner/Add quizioner/Search type""), Keys.chord(ENTER))",Chrome 110.0.0.0,,,2023-02-10 12:25:18,2023-02-10 12:25:19,0.565s,PASSED
"setText(findTestObject(""Quizioner/Add quizioner/Name""), ""test name"")",Chrome 110.0.0.0,,,2023-02-10 12:25:19,2023-02-10 12:25:20,0.998s,PASSED
"setText(findTestObject(""Quizioner/Add quizioner/Placeholder""), ""test placeholder"")",Chrome 110.0.0.0,,,2023-02-10 12:25:20,2023-02-10 12:25:21,1.060s,PASSED
"setText(findTestObject(""Quizioner/Add quizioner/Caption""), ""test caption"")",Chrome 110.0.0.0,,,2023-02-10 12:25:21,2023-02-10 12:25:22,1.021s,PASSED
"click(findTestObject(""Quizioner/Add quizioner/Sequence""))",Chrome 110.0.0.0,,,2023-02-10 12:25:22,2023-02-10 12:25:23,0.662s,PASSED
"sendKeys(findTestObject(""Quizioner/Add quizioner/Sequence""), Keys.chord(NUMPAD6))",Chrome 110.0.0.0,,,2023-02-10 12:25:23,2023-02-10 12:25:23,0.640s,PASSED
"sendKeys(findTestObject(""Quizioner/Add quizioner/Sequence""), Keys.chord(ENTER))",Chrome 110.0.0.0,,,2023-02-10 12:25:23,2023-02-10 12:25:24,0.596s,PASSED
"click(findTestObject(""Quizioner/Add quizioner/Status""))",Chrome 110.0.0.0,,,2023-02-10 12:25:24,2023-02-10 12:25:24,0.648s,PASSED
"sendKeys(findTestObject(""Quizioner/Add quizioner/Status""), ""n"")",Chrome 110.0.0.0,,,2023-02-10 12:25:24,2023-02-10 12:25:25,0.611s,PASSED
"sendKeys(findTestObject(""Quizioner/Add quizioner/Status""), Keys.chord(ENTER))",Chrome 110.0.0.0,,,2023-02-10 12:25:25,2023-02-10 12:25:26,0.585s,PASSED
"click(findTestObject(""Quizioner/Add quizioner/Is Required""))",Chrome 110.0.0.0,,,2023-02-10 12:25:26,2023-02-10 12:25:26,0.575s,PASSED
"click(findTestObject(""Quizioner/Add quizioner/Submit button""))",Chrome 110.0.0.0,,,2023-02-10 12:25:26,2023-02-10 12:25:28,1.902s,PASSED
,,,,,,,
Test Cases/Quizioner/TC81_Add quizioner tanpa mengisi form,Chrome 110.0.0.0,,,2023-02-10 12:25:28,2023-02-10 12:25:34,6.192s,PASSED
"click(findTestObject(""Quizioner/Add quizioner/Add Item""))",Chrome 110.0.0.0,,,2023-02-10 12:25:30,2023-02-10 12:25:33,3.495s,PASSED
"verifyElementText(findTestObject(""Quizioner/Add quizioner/Create Quizioner""), ""Create Quizioner"")",Chrome 110.0.0.0,,,2023-02-10 12:25:33,2023-02-10 12:25:34,0.539s,PASSED
"click(findTestObject(""Quizioner/Add quizioner/Submit button""))",Chrome 110.0.0.0,,,2023-02-10 12:25:34,2023-02-10 12:25:34,0.612s,PASSED
back(),Chrome 110.0.0.0,,,2023-02-10 12:25:34,2023-02-10 12:25:34,0.150s,PASSED
,,,,,,,
Test Cases/Quizioner/TC82_View quizioner,Chrome 110.0.0.0,,,2023-02-10 12:25:34,2023-02-10 12:25:38,3.762s,FAILED
"click(findTestObject(""Quizioner/View quizioner/Export""))",Chrome 110.0.0.0,,,2023-02-10 12:25:36,2023-02-10 12:25:36,0.772s,PASSED
"setText(findTestObject(""Quizioner/View quizioner/Search""), ""kategori"")",Chrome 110.0.0.0,,,2023-02-10 12:25:36,2023-02-10 12:25:38,1.161s,PASSED
"verifyElementText(findTestObject(""Quizioner/View quizioner/Name""), ""kategori"")",Chrome 110.0.0.0,,,2023-02-10 12:25:38,2023-02-10 12:25:38,0.503s,FAILED
,,,,,,,
Test Cases/Quizioner/TC83_Edit quizioner,Chrome 110.0.0.0,,,2023-02-10 12:25:38,2023-02-10 12:25:49,10.814s,PASSED
"click(findTestObject(""Quizioner/Edit quizioner/Edit button""))",Chrome 110.0.0.0,,,2023-02-10 12:25:40,2023-02-10 12:25:41,1.017s,PASSED
"clearText(findTestObject(""Quizioner/Edit quizioner/Question""))",Chrome 110.0.0.0,,,2023-02-10 12:25:41,2023-02-10 12:25:41,0.632s,PASSED
"setText(findTestObject(""Quizioner/Edit quizioner/Question""), ""Edit pertanyaan baru"")",Chrome 110.0.0.0,,,2023-02-10 12:25:41,2023-02-10 12:25:42,0.994s,PASSED
"clearText(findTestObject(""Quizioner/Edit quizioner/Name""))",Chrome 110.0.0.0,,,2023-02-10 12:25:42,2023-02-10 12:25:43,0.615s,PASSED
"setText(findTestObject(""Quizioner/Edit quizioner/Name""), ""ini name"")",Chrome 110.0.0.0,,,2023-02-10 12:25:43,2023-02-10 12:25:44,1.004s,PASSED
"clearText(findTestObject(""Quizioner/Edit quizioner/Placeholder""))",Chrome 110.0.0.0,,,2023-02-10 12:25:44,2023-02-10 12:25:45,0.648s,PASSED
"setText(findTestObject(""Quizioner/Edit quizioner/Placeholder""), ""ini placeholder"")",Chrome 110.0.0.0,,,2023-02-10 12:25:45,2023-02-10 12:25:46,1.005s,PASSED
"clearText(findTestObject(""Quizioner/Edit quizioner/Caption""))",Chrome 110.0.0.0,,,2023-02-10 12:25:46,2023-02-10 12:25:46,0.641s,PASSED
"setText(findTestObject(""Quizioner/Edit quizioner/Caption""), ""ini caption"")",Chrome 110.0.0.0,,,2023-02-10 12:25:46,2023-02-10 12:25:47,0.982s,PASSED
"click(findTestObject(""Quizioner/Edit quizioner/Submit button""))",Chrome 110.0.0.0,,,2023-02-10 12:25:47,2023-02-10 12:25:49,1.830s,PASSED
,,,,,,,
Test Cases/Quizioner/TC84_Edit quizioner dengan mengosongkan form,Chrome 110.0.0.0,,,2023-02-10 12:25:49,2023-02-10 12:25:57,8.337s,PASSED
"click(findTestObject(""Quizioner/Edit quizioner/Edit button""))",Chrome 110.0.0.0,,,2023-02-10 12:25:50,2023-02-10 12:25:54,3.632s,PASSED
"clearText(findTestObject(""Quizioner/Edit quizioner/Question""))",Chrome 110.0.0.0,,,2023-02-10 12:25:54,2023-02-10 12:25:55,0.676s,PASSED
"clearText(findTestObject(""Quizioner/Edit quizioner/Name""))",Chrome 110.0.0.0,,,2023-02-10 12:25:55,2023-02-10 12:25:55,0.658s,PASSED
"clearText(findTestObject(""Quizioner/Edit quizioner/Placeholder""))",Chrome 110.0.0.0,,,2023-02-10 12:25:55,2023-02-10 12:25:56,0.612s,PASSED
"clearText(findTestObject(""Quizioner/Edit quizioner/Caption""))",Chrome 110.0.0.0,,,2023-02-10 12:25:56,2023-02-10 12:25:57,0.617s,PASSED
"click(findTestObject(""Quizioner/Edit quizioner/Submit button""))",Chrome 110.0.0.0,,,2023-02-10 12:25:57,2023-02-10 12:25:57,0.608s,PASSED
back(),Chrome 110.0.0.0,,,2023-02-10 12:25:57,2023-02-10 12:25:57,0.146s,PASSED
,,,,,,,
Test Cases/Quizioner/TC85_Delete quizioner,Chrome 110.0.0.0,,,2023-02-10 12:25:57,2023-02-10 12:26:01,3.829s,PASSED
"click(findTestObject(""z test/Delete1/Delete button quizioner""))",Chrome 110.0.0.0,,,2023-02-10 12:25:59,2023-02-10 12:25:59,0.640s,PASSED
"click(findTestObject(""Quizioner/Delete quizioner/Yes button""))",Chrome 110.0.0.0,,,2023-02-10 12:25:59,2023-02-10 12:26:01,1.917s,PASSED
,,,,,,,
Test Cases/Quizioner/TC86_View response quizioner,Chrome 110.0.0.0,,,2023-02-10 12:26:01,2023-02-10 12:26:08,6.609s,PASSED
"click(findTestObject(""Quizioner/Response quizioner/Response button""))",Chrome 110.0.0.0,,,2023-02-10 12:26:02,2023-02-10 12:26:07,4.109s,PASSED
"verifyElementText(findTestObject(""Quizioner/Response quizioner/Data Response""), ""Data Response"")",Chrome 110.0.0.0,,,2023-02-10 12:26:07,2023-02-10 12:26:07,0.613s,PASSED
"scrollToElement(findTestObject(""Quizioner/Response quizioner/Answer""), 0)",Chrome 110.0.0.0,,,2023-02-10 12:26:07,2023-02-10 12:26:08,0.569s,PASSED
,,,,,,,
Test Cases/Auth/TC05_Logout,Chrome 110.0.0.0,,,2023-02-10 12:26:08,2023-02-10 12:26:13,5.458s,PASSED
"click(findTestObject(""Auth/User icon""))",Chrome 110.0.0.0,,,2023-02-10 12:26:09,2023-02-10 12:26:10,0.634s,PASSED
"click(findTestObject(""Auth/Sign Out""))",Chrome 110.0.0.0,,,2023-02-10 12:26:10,2023-02-10 12:26:12,2.117s,PASSED
closeBrowser(),Chrome 110.0.0.0,,,2023-02-10 12:26:12,2023-02-10 12:26:13,1.469s,PASSED
